channel,effective_focal_length_mm,entrance_pupil_diameter_mm,horizontal_fov_deg_from_array_ifov,vertical_fov_deg_from_array_ifov,thin_lens_focus_shift_infinity_to_800m_mm
EO,794.2028985507247,128.09724170172979,0.8096581194552689,0.5930113179604021,0.7892313173327818
SWIR,1930.5019305019307,311.3712791132146,0.37989393648354103,0.3039151491868328,4.669815990570708
