parameter,diagnostic_step,unit,minus_worst_RMS_um,plus_worst_RMS_um,ray_coordinate_slope_um_per_unit,nonlinearity_fraction,plus_focus_RMS_um,plus_3comp_RMS_um
primary_z,0.01,mm,3.3873690066844926,3.412104829617131,198.98942692898348,5.673890233480747e-07,0.8009458964652956,0.8009458964661392
primary_x,0.01,mm,0.8218454641291566,0.8218454641301366,9.453815403922597,0.00042299906520057554,0.8218704454507935,0.8143408516415789
primary_y,0.01,mm,0.8190484054932559,0.8190484054922023,9.430688137105943,0.0004231198101894417,0.8190732266449495,0.8117729593268688
primary_tx,0.0001,rad,0.9601948736050627,0.9601948736046719,3128.6447209076755,0.004170715202386038,0.9599680180405399,0.8344544195658885
primary_ty,0.0001,rad,0.9771850447039658,0.9771850447018481,3139.9172690205673,0.004167192958013125,0.9769580521900166,0.8521185542304358
secondary_z,0.01,mm,3.9917989210406337,3.973208895200581,240.47774458984705,1.3713095504876359e-05,0.8000364143571859,0.8000364143515866
secondary_x,0.01,mm,0.8325734441042384,0.8325734441061867,9.798409889768834,0.0008321771848096057,0.8324951512308112,0.8089495398651954
secondary_y,0.01,mm,0.8269150925971436,0.8269150925956897,9.67429421067825,0.0008426069106381223,0.8268376996247956,0.8076234279842336
secondary_tx,0.0001,rad,0.8341451169811781,0.8341451169831691,1034.7457394579023,0.0038303569117604493,0.834352295276156,0.8007673233422348
secondary_ty,0.0001,rad,0.8409616568611582,0.8409616568627686,1035.9646015358662,0.0038392299551964102,0.8411663194973688,0.8007679231568267
lens1_z,0.01,mm,0.9258199015219397,0.746004413204017,12.07095245724209,0.0001175639542354218,0.8000684759947135,0.8000684759949243
lens1_x,0.01,mm,0.8007534048484234,0.800753404847915,1.1882463801764802,0.00031292058631581296,0.8007554765297771,0.8018505744605675
lens1_y,0.01,mm,0.8007066867509476,0.8007066867499597,1.1610564341666578,0.0003202563453941892,0.8007087539885717,0.801485518726677
lens1_tx,0.0001,rad,0.805088699797637,0.8050886997981332,71.27909032191273,0.00028378548536958946,0.8050869615155882,0.8052613669029561
lens1_ty,0.0001,rad,0.8067554822000385,0.8067554822011915,87.60665295260665,0.00023034824682737287,0.806753738059809,0.8070548725549562
lens2_z,0.01,mm,0.7355693334648739,0.8757739099825281,7.411457988423008,0.00022835782557019787,0.8009809045715196,0.8009809045714876
lens2_x,0.01,mm,0.8104293178259273,0.8104293178262107,1.4095988998836926,0.0007313606890026962,0.8104391736202836,0.8103934945009134
lens2_y,0.01,mm,0.8077703121474401,0.807770312146791,1.2625977861044266,0.0008131713272150519,0.8077800925700807,0.8076857311275305
lens2_tx,0.0001,rad,0.8043957167470274,0.8043957167465846,58.76598650858974,0.00022642928895206897,0.8043967641500802,0.8046134029613059
lens2_ty,0.0001,rad,0.8058085629434989,0.8058085629447338,72.42908586144515,0.00019491357015981233,0.8058096763717321,0.8061560505629888
corrector_z,0.01,mm,0.8468850391820854,0.7570038296878083,4.667616636635286,1.8852707770397007e-05,0.800508314448528,0.800508314448528
detector_z,0.01,mm,1.2303472891275107,1.3337691219029273,46.15321367764619,3.806279932589339e-12,0.8005473166210617,0.800547316620878
detector_x,0.01,mm,0.8005473166218685,0.8005473166211273,4.56274443285046e-11,2.188427793436731,0.8005473166211273,0.8005473166211273
detector_y,0.01,mm,0.800547316620471,0.800547316620616,5.233767172314965e-11,1.6612996386379888,0.800547316620616,0.800547316620616
detector_tx,0.0001,rad,0.8190892217552991,0.8190892217557594,154.972814891363,3.923412038356986e-06,0.8190892037476327,0.8192402977720676
detector_ty,0.0001,rad,0.8259768862436679,0.8259768862430311,211.57324548016285,4.120735174304413e-06,0.8259768530197032,0.8263552033727672
s2_radius,0.0001,fractional radius,11.270498932588689,11.264751133795412,75676.58874222124,9.8679827506822e-05,0.8049100912912056,0.8049100912864282
s2_conic,0.001,absolute K,0.8480377088598827,1.0055294497923941,198.1282226105915,4.290174955412166e-06,0.800771529499232,0.8007715294984125
s3_radius,0.0001,fractional radius,2.8341665111208036,2.86544360312127,15970.942428552413,9.748720568489778e-05,0.8011452622357889,0.801145262233716
s3_conic,0.001,absolute K,0.81243728189188,0.7889154742106828,12.946797344235645,1.3548184324973842e-06,0.8008235866606703,0.8008235866611674
s5_radius,0.0001,fractional radius,0.8352308811216289,0.7674486765210554,348.8982006455252,9.982389362210035e-05,0.800248136958367,0.8002481369581478
s6_radius,0.0001,fractional radius,0.7913894730301115,0.8098215620744521,94.75688198152987,9.942422557729589e-05,0.8006318601363606,0.8006318601367619
s7_radius,0.0001,fractional radius,0.789636231588793,0.8116344627535245,112.26490255072221,0.00010141889902753477,0.8007575532987925,0.8007575532984782
s8_radius,0.0001,fractional radius,0.803377448981366,0.7977288606072801,28.71720333037065,0.000100954925145041,0.8004819400019615,0.8004819400022859
s5_index,0.0001,absolute index,0.7641655327750855,0.838891568959236,387.2594850898471,8.987544384575666e-06,0.8006189663753426,0.800618966375086
s5_thickness,0.01,mm,0.9555011955185144,0.7833159061821653,14.763931108661641,3.431176706362253e-05,0.8002727527282247,0.8002727527282478
s7_index,0.0001,absolute index,0.8182659707287248,0.7832772603125959,181.20280032523988,2.626088833563432e-05,0.8005170695548158,0.8005170695551626
s7_thickness,0.01,mm,1.0087245187841454,0.8487823861017646,19.454516152250065,2.2058868505828973e-05,0.8002464548046077,0.8002464548046077
